,windSpeed,waveHeight,waveTp,peakDeflection,peakDeflectionTower
1079,4.0,0.65,4.55,0.9887,10.6882
1080,5.0,0.65,4.55,2.3587000000000002,10.578899999999999
1081,4.9,0.65,4.55,2.9057,6.955
1082,3.6,0.65,4.55,3.4890999999999996,13.186700000000002
1083,4.5,0.65,4.55,2.6317,16.602700000000002
1084,3.9,0.65,4.55,3.7666,19.1053
1085,3.8,0.65,4.55,4.2216,16.0961
1086,4.3,0.65,4.55,3.0831,19.1809
1087,3.9,0.65,4.55,2.5465999999999998,17.2899
1088,4.2,0.65,4.55,1.7812999999999999,15.676799999999998
1089,4.4,0.65,4.55,1.8461999999999998,10.2447
1090,4.7,0.65,4.55,1.9565,9.4541
1091,4.6,0.65,4.55,1.9993,18.8664
1092,3.6,0.65,4.55,2.5566999999999998,24.811
1093,2.9,0.65,4.55,2.4920999999999998,20.3642
1094,4.2,0.65,4.55,2.1084,10.5396
1095,5.0,0.65,4.55,1.8572000000000002,10.1253
1096,4.0,0.65,4.55,2.9281,14.4757
1097,4.2,0.65,4.55,1.5598,11.5776
1098,4.3,0.65,4.55,2.3895,4.7433000000000005
1099,3.8,0.65,4.55,2.2879,17.464
1100,3.9,0.65,4.55,1.4206,18.3754
1101,4.6,0.6,4.35,1.8873999999999997,14.7093
1102,3.8,0.6,4.35,1.0629,8.6178
1103,4.5,0.6,4.35,1.2510000000000001,8.0708
1104,3.7,0.6,4.35,2.2681,10.3364
1105,4.0,0.6,4.35,2.6771,10.2044
1106,3.4,0.6,4.35,1.636,10.1644
1107,3.4,0.6,4.35,1.6708,12.2507
1108,3.3,0.6,4.35,2.0627,15.8564
1109,3.4,0.6,4.35,2.1475999999999997,16.2331
1110,4.0,0.6,4.35,1.6,14.2241
1111,3.4,0.6,4.35,2.0157000000000003,13.760200000000001
1112,2.8,0.6,4.35,1.5876000000000001,22.6211
1113,3.6,0.6,4.35,2.0499,24.3926
1114,4.8,0.6,4.35,2.0718,20.6687
1115,4.4,0.6,4.35,1.5606,10.8426
1116,3.6,0.6,4.35,1.3071,12.654000000000002
1117,5.6,0.6,4.35,1.7742999999999998,15.974499999999999
1118,3.9,0.6,4.35,1.543,16.907
1119,4.9,0.6,4.35,1.9163,12.3767
1120,3.5,0.6,4.35,1.0284,7.2462
1121,3.2,0.6,4.35,1.6532000000000002,8.1066
1122,4.7,0.6,4.35,1.0381,6.8572999999999995
1123,4.4,0.6,4.35,1.5476999999999999,15.6053
1124,3.7,0.6,4.35,1.4544,15.8653
1125,4.7,0.6,4.35,1.3788,8.2636
1126,5.4,0.6,4.35,1.9577,7.949599999999999
1127,3.5,0.6,4.35,1.2038,11.6903
1128,5.0,0.6,4.35,2.0743,15.4165
1129,5.1,0.6,4.35,3.2096,17.0749
1130,5.4,0.6,4.35,2.9112,12.798499999999999
1131,4.0,0.62,4.55,3.0512,4.7915
1132,4.9,0.62,4.55,2.7338999999999998,4.6655
1133,4.0,0.62,4.55,1.1674,4.9244
1134,3.1,0.62,4.55,1.3979,8.1161
1135,3.9,0.62,4.55,2.011,8.3099
1136,4.8,0.62,4.55,1.8084,20.1991
1137,4.4,0.62,4.55,0.9201000000000001,19.6367
1138,3.9,0.62,4.55,1.8089000000000002,12.4397
1139,3.7,0.62,4.55,1.2295,7.846400000000001
1140,3.0,0.62,4.55,1.3801,6.268999999999999
1141,5.7,0.62,4.55,1.3946,12.637300000000002
1142,3.2,0.62,4.55,1.2876,13.3104
1143,3.8,0.62,4.55,1.1926,7.2208
1144,4.8,0.62,4.55,1.075,6.5645
1145,3.7,0.62,4.55,1.0894,8.7842
1146,3.2,0.62,4.55,1.5045,15.745400000000002
1147,3.5,0.62,4.55,1.3247,15.4809
1148,3.3,0.62,4.55,2.3082,14.7059
1149,3.8,0.62,4.55,1.3383,9.799299999999999
1150,4.0,0.62,4.55,1.8215,6.347300000000001
1151,4.2,0.62,4.55,1.6125,9.8552
1152,4.9,0.62,4.55,1.0741,14.471300000000001
1153,2.9,0.62,4.55,1.2252,13.842699999999999
1154,4.0,0.62,4.55,1.3348,11.0701
1155,5.1,0.62,4.55,1.242,6.132499999999999
1156,5.0,0.62,4.55,1.4208,9.5715
1157,4.7,0.62,4.55,1.0984,10.0799
1158,5.2,0.62,4.55,1.4218,15.926599999999999
1159,5.5,0.62,4.55,0.9743999999999999,17.5668
1160,4.2,0.62,4.55,2.3111,19.548099999999998
1161,4.7,0.59,4.55,1.5352,14.710400000000002
1162,3.8,0.59,4.55,1.0228,9.747599999999998
1163,4.3,0.59,4.55,1.4464,12.3376
1164,4.2,0.59,4.55,1.4968000000000001,14.4674
1165,3.8,0.59,4.55,1.1128,10.2443
1166,4.7,0.59,4.55,1.0116,9.3977
1167,4.5,0.59,4.55,1.7286,6.406499999999999
1168,5.2,0.59,4.55,1.4558,10.6051
1169,4.1,0.59,4.55,0.8111999999999999,10.1689
1170,3.3,0.59,4.55,1.1111,9.245000000000001
1171,3.7,0.59,4.55,1.0479,12.334299999999999
1172,3.4,0.59,4.55,0.8562000000000001,11.88
1173,3.7,0.59,4.55,1.8636,15.493599999999999
1174,4.2,0.59,4.55,1.2721,14.64
1175,3.1,0.59,4.55,1.5974,11.842600000000001
1176,4.1,0.59,4.55,1.2379,17.557000000000002
1177,4.0,0.59,4.55,0.9701,15.684600000000001
1178,4.0,0.59,4.55,1.538,10.4381
1179,3.8,0.59,4.55,1.7146000000000001,13.9628
1180,5.0,0.59,4.55,1.1719,7.8616
1181,3.7,0.59,4.55,1.1296,7.714600000000001
1182,5.0,0.59,4.55,1.2347000000000001,6.7056000000000004
1183,4.2,0.59,4.55,0.9945,5.2947
1184,4.0,0.59,4.55,0.8845000000000001,4.4243999999999994
1185,4.2,0.59,4.55,1.6643999999999999,4.4075999999999995
1186,4.6,0.59,4.55,1.2479,11.3703
1187,3.5,0.59,4.55,1.2202,16.8413
1188,3.9,0.59,4.55,1.2636,18.342200000000002
1189,3.6,0.59,4.55,0.8817,10.8073
1190,3.1,0.59,4.55,0.736,12.5327
1191,4.5,0.58,4.35,0.8599000000000001,14.8036
1192,3.8,0.58,4.35,1.3758,11.690399999999999
1193,4.0,0.58,4.35,1.2443,12.1046
1194,3.0,0.58,4.35,0.9655,11.0282
1195,3.5,0.58,4.35,1.3435000000000001,13.905899999999999
1196,2.6,0.58,4.35,1.5405,13.9985
1197,4.0,0.58,4.35,1.5197,10.3497
1198,4.4,0.58,4.35,0.9102000000000001,14.1365
1199,3.3,0.58,4.35,0.9166000000000001,23.3719
1200,4.8,0.58,4.35,0.8798999999999999,22.9279
1201,4.5,0.58,4.35,0.9733,14.9984
1202,3.6,0.58,4.35,0.6434,11.2983
1203,4.7,0.58,4.35,0.9057000000000001,7.9587
1204,4.3,0.58,4.35,0.9334,7.1033
1205,4.3,0.58,4.35,1.3416000000000001,6.316199999999999
1206,3.7,0.58,4.35,1.0872,7.184200000000001
1207,3.6,0.58,4.35,0.7596999999999999,5.3779
1208,4.1,0.58,4.35,0.6973,6.8612
1209,3.1,0.58,4.35,1.2863,6.5383
1210,2.7,0.58,4.35,1.5094,7.2312
1211,3.6,0.58,4.35,1.8655000000000002,7.1934
1212,3.3,0.58,4.35,0.8701000000000001,12.4554
1213,4.5,0.58,4.35,0.997,16.8726
1214,4.3,0.58,4.35,0.7678,21.9089
1215,3.9,0.58,4.35,1.1256,27.9089
1216,3.2,0.58,4.35,1.1447,20.9205
1217,2.1,0.58,4.35,0.7541,22.0078
1218,4.3,0.58,4.35,1.2014,20.8575
1219,3.6,0.58,4.35,1.2648,11.005700000000001
1220,3.7,0.58,4.35,0.992,11.250200000000001
1221,4.2,0.54,4.35,0.8921,9.281699999999999
1222,3.6,0.54,4.35,1.0391,13.7276
1223,3.5,0.54,4.35,0.651,13.067400000000001
1224,3.0,0.54,4.35,1.0151999999999999,7.911
1225,3.7,0.54,4.35,3.7516000000000003,10.6762
1226,3.4,0.54,4.35,1.8576,15.5682
1227,4.8,0.54,4.35,3.0199,12.4953
1228,3.3,0.54,4.35,2.4962999999999997,12.4321
1229,3.7,0.54,4.35,2.825,11.0082
1230,3.6,0.54,4.35,2.9406000000000003,14.4014
1231,4.0,0.54,4.35,1.3385,12.673300000000001
1232,4.5,0.54,4.35,2.5891,7.9405
1233,3.5,0.54,4.35,8.0069,10.4529
1234,4.1,0.54,4.35,4.35,8.0755
1235,4.7,0.54,4.35,6.447700000000001,7.5474
1236,4.1,0.54,4.35,2.8813,8.4496
1237,4.5,0.54,4.35,3.6818999999999997,7.4312000000000005
1238,4.0,0.54,4.35,3.6683,6.1851
1239,4.7,0.54,4.35,3.6184000000000003,3.6445
1240,4.5,0.54,4.35,5.0252,5.1564
1241,5.3,0.54,4.35,2.8991,5.1129
1242,5.2,0.54,4.35,3.2296,6.1596
1243,4.6,0.54,4.35,1.2775,4.9432
1244,3.0,0.44,3.23,2.1569000000000003,3.7651999999999997
1245,4.4,0.44,3.23,1.8362,2.4914
1246,4.9,0.44,3.23,1.4200000000000002,5.484
1247,4.3,0.44,3.23,1.1627,5.1236
1248,5.3,0.44,3.23,1.5367,4.7064
1249,6.1,0.44,3.23,2.5562,3.2195
1250,5.1,0.44,3.23,1.4505000000000001,2.4145
1251,4.4,0.43,5.88,2.0898,3.2007
1252,4.1,0.43,5.88,0.9227000000000001,3.6054000000000004
1253,3.9,0.43,5.88,2.7128,4.5393
1254,5.0,0.43,5.88,1.4721,5.5469
1255,4.1,0.43,5.88,1.3372,2.5578
1256,5.1,0.43,5.88,1.5218,3.6075999999999997
1257,4.4,0.43,5.88,1.6025,3.4513000000000003
1258,5.1,0.43,5.88,0.7854,2.0725000000000002
1259,3.6,0.43,5.88,1.1242,2.862
1260,4.8,0.43,5.88,1.2478,3.0088
1261,3.0,0.43,5.88,1.4318000000000002,3.4307999999999996
1262,4.3,0.43,5.88,1.2589,2.6914000000000002
1263,4.9,0.43,5.88,2.122,3.8415999999999997
1264,3.9,0.43,5.88,2.9544,3.216
1265,4.0,0.43,5.88,3.4401,2.6866999999999996
1266,4.4,0.43,5.88,3.2453000000000003,3.193
1267,3.7,0.43,5.88,4.7862,2.7819
1268,4.1,0.43,5.88,2.1788,5.340199999999999
1269,3.7,0.43,5.88,3.7424,4.6835
1270,4.8,0.43,5.88,1.4381,4.7923
1271,3.9,0.43,5.88,1.6619,4.5329
