epoch;acc_x;acc_y
689.7561;-0.0044;-0.08803
689.9728;-0.05701;-0.10118
690.1895;-0.09496;-0.09273
690.4062;-0.11911;-0.06493
690.6229;-0.1391;-0.02479
690.8396;-0.14249;0.00612
691.0563;-0.13835;0.01568
691.273;-0.13146;0.01392
691.4897;-0.1266;0.01512
691.7064;-0.09975;0.02204
691.9231;-0.06501;0.03003
692.1398;-0.02882;0.05126
692.3565;0.0002754;0.07565
692.5732;0.01697;0.0851
692.7899;0.02789;0.09437
693.0066;0.0476;0.09165
693.2233;0.07549;0.08584
693.44;0.09233;0.08744
693.6567;0.09134;0.0862
693.8734;0.0798;0.08996
694.0901;0.07135;0.0883
694.3068;0.06345;0.08212
694.5235;0.05407;0.07552
694.7402;0.03979;0.06634
694.9569;0.01509;0.06332
695.1736;-0.01244;0.05965
695.3903;-0.03878;0.04777
695.607;-0.05374;0.02858
695.8237;-0.05799;0.01147
696.0404;-0.0523;-0.00688
696.2571;-0.05644;-0.02824
696.4738;-0.06637;-0.03285
696.6905;-0.07834;-0.0429
696.9072;-0.07257;-0.04179
697.1239;-0.05527;-0.03869
697.3406;-0.03065;-0.05568
697.5573;-0.01629;-0.07363
697.774;-0.01749;-0.0935
697.9907;-0.00428;-0.11209
698.2074;0.02572;-0.11355
698.4241;0.06422;-0.09706
698.6408;0.0856;-0.08058
698.8575;0.09724;-0.0589
699.0742;0.08394;-0.05072
699.2909;0.07185;-0.06822
699.5076;0.07643;-0.08646
699.7243;0.09287;-0.09371
699.941;0.09987;-0.09438
700.1577;0.0625;-0.08104
700.3744;0.01063;-0.05173
700.5911;-0.02763;-0.02335
700.8078;-0.02559;-0.0082
701.0245;-0.03482;-0.00157
701.2412;-0.06279;-0.00208
701.4579;-0.10576;-0.01044
701.6746;-0.13832;-0.00504
701.8913;-0.13453;0.03114
702.108;-0.10691;0.05754
702.3247;-0.06798;0.07915
702.5414;-0.05435;0.09915
702.7581;-0.0568;0.09935
702.9748;-0.0576;0.09125
703.1915;-0.02391;0.07876
703.4082;0.02211;0.08753
703.6249;0.05302;0.08274
703.8416;0.0561;0.06934
704.0583;0.04638;0.08134
704.275;0.06091;0.07887
704.4917;0.08816;0.05798
704.7084;0.11304;0.05847
704.9251;0.11127;0.06335
705.1418;0.1011;0.05441
705.3585;0.08219;0.05176
705.5752;0.06814;0.06124
705.7919;0.0597;0.05084
706.0086;0.04442;0.03836
706.2253;0.01611;0.05063
706.442;-0.02507;0.04711
706.6587;-0.05227;0.01898
706.8754;-0.08038;0.01069
707.0921;-0.10803;-0.0001571
707.3088;-0.12869;-0.03192
707.5255;-0.13091;-0.04284
707.7422;-0.13204;-0.0527
707.9589;-0.12962;-0.0764
708.1756;-0.1138;-0.09074
708.3923;-0.08658;-0.1056
708.609;-0.03967;-0.11436
708.8257;0.00884;-0.12165
709.0424;0.03874;-0.13233
709.2591;0.05811;-0.12582
709.4758;0.07265;-0.116
709.6925;0.10058;-0.10526
709.9092;0.12266;-0.08117
710.1259;0.13543;-0.06352
710.3426;0.12648;-0.06539
710.5593;0.11297;-0.05481
710.776;0.09401;-0.0391
710.9927;0.08386;-0.03789
711.2094;0.07402;-0.0237
711.4261;0.04738;-0.00219
711.6428;0.00855;0.01412
711.8595;-0.03475;0.02577
712.0762;-0.06876;0.03865
712.2929;-0.09154;0.03879
712.5096;-0.10579;0.02954
712.7263;-0.12555;0.02124
712.943;-0.14082;0.03779
713.1597;-0.14491;0.04715
713.3764;-0.12987;0.06678
713.5931;-0.10262;0.0999
713.8098;-0.07025;0.09383
714.0265;-0.04221;0.07697
714.2432;-0.00962;0.08193
714.4599;0.03053;0.07168
714.6766;0.05862;0.05377
714.8933;0.08383;0.06019
715.11;0.10326;0.06404
715.3267;0.12702;0.05193
715.5434;0.13818;0.05652
715.7601;0.13866;0.05328
715.9768;0.12116;0.03051
716.1935;0.10314;0.0041
716.4102;0.08051;-0.00665
716.6269;0.05478;-0.02825
716.8436;0.02428;-0.05017
717.0603;-0.01401;-0.0456
717.277;-0.04942;-0.03273
717.4937;-0.08106;-0.04119
717.7104;-0.0977;-0.04713
717.9271;-0.09999;-0.04663
718.1438;-0.10262;-0.07023
718.3605;-0.10476;-0.08047
718.5772;-0.10681;-0.06455
718.7939;-0.08995;-0.0611
719.0106;-0.07148;-0.049
719.2273;-0.05077;-0.01961
719.444;-0.04344;0.0009975
719.6607;-0.03555;0.00485
719.8774;-0.01741;0.00895
720.0941;0.00497;-0.0004778
720.3108;0.02098;-0.02673
720.5275;0.03436;-0.02776
720.7442;0.05993;-0.00983
720.9609;0.07733;0.00547
721.1776;0.09257;0.0188
721.3943;0.10042;0.03226
721.611;0.10696;0.02921
721.8277;0.10793;0.01663
722.0444;0.09858;0.0007062
722.2611;0.07757;-0.00954
722.4778;0.05671;-0.00709
722.6945;0.03801;0.01388
722.9112;0.01481;0.04361
723.1279;-0.011;0.05898
723.3446;-0.03607;0.06301
723.5613;-0.06099;0.05113
723.778;-0.08009;0.03345
723.9947;-0.09576;0.01783
724.2114;-0.10477;0.00259
724.4281;-0.1087;-0.00104
724.6448;-0.10793;-0.00102
724.8615;-0.09555;0.00659
725.0782;-0.07556;0.01566
725.2949;-0.05121;0.01915
725.5116;-0.02596;0.00597
725.7283;0.0008261;-0.01504
725.945;0.02957;-0.02918
726.1617;0.05592;-0.03347
726.3784;0.07364;-0.03118
726.5951;0.08353;-0.01542
726.8118;0.08834;0.00611
727.0285;0.08856;0.01343
727.2452;0.08941;0.01401
727.4619;0.08276;0.00967
727.6786;0.06609;-0.01031
727.8953;0.04441;-0.0313
728.112;0.01634;-0.03901
728.3287;-0.01077;-0.03141
728.5454;-0.02631;-0.02756
728.7621;-0.03385;-0.00973
728.9788;-0.04602;-0.0008643
729.1955;-0.06043;-0.00522
729.4122;-0.0686;-0.00203
729.6289;-0.06734;-0.00348
729.8456;-0.05854;-0.00481
730.0623;-0.04474;-0.00791
730.279;-0.03639;0.01302
730.4957;-0.03965;0.04328
730.7124;-0.03748;0.05858
730.9291;-0.01779;0.06609
731.1458;0.01297;0.06494
731.3625;0.03892;0.05881
731.5792;0.04935;0.04043
731.7959;0.04395;0.0355
732.0126;0.04069;0.03503
732.2293;0.05067;0.02693
732.446;0.06353;0.03713
732.6627;0.05644;0.04706
732.8794;0.03917;0.03241
733.0961;0.01204;0.01535
733.3128;-0.01686;-0.01217
733.5295;-0.03115;-0.04849
733.7462;-0.02647;-0.06447
733.9629;-0.03829;-0.06369
734.1796;-0.06007;-0.05666
734.3963;-0.07726;-0.04804
734.613;-0.07497;-0.04473
734.8297;-0.05273;-0.05477
735.0464;-0.01971;-0.07516
735.2631;0.00507;-0.09747
735.4798;0.01309;-0.1042
735.6965;0.02094;-0.09529
735.9132;0.03025;-0.06877
736.1299;0.05468;-0.02696
736.3466;0.07565;-0.00593
736.5633;0.08596;0.00928
736.78;0.0702;0.0211
736.9967;0.04707;0.0021
737.2134;0.03219;-0.0101
737.4301;0.02602;-0.0005652
737.6468;0.02812;0.01359
737.8635;0.00524;0.04865
738.0802;-0.02898;0.09731
738.2969;-0.06002;0.10821
738.5136;-0.07095;0.08931
738.7303;-0.06604;0.05923
738.947;-0.05742;0.01901
739.1637;-0.06174;-0.00934
739.3804;-0.07437;-0.00901
739.5971;-0.07088;0.01481
739.8138;-0.05512;0.03518
740.0305;-0.03075;0.04084
740.2472;-0.00697;0.02965
740.4639;-0.000318;-0.00769
740.6806;0.00345;-0.04992
740.8973;0.01293;-0.07415
741.114;0.03392;-0.07343
741.3307;0.06053;-0.05929
741.5474;0.07784;-0.02693
741.7641;0.08198;-0.00073
741.9808;0.07917;0.00378
742.1975;0.09109;-0.00186
742.4142;0.09936;-0.02591
742.6309;0.10393;-0.0522
742.8476;0.08339;-0.05578
743.0643;0.06164;-0.03101
743.281;0.03355;0.00647
743.4977;0.00169;0.04406
743.7144;-0.03205;0.06158
743.9311;-0.06222;0.04736
744.1478;-0.08925;0.03979
744.3645;-0.11175;0.02837
744.5812;-0.13232;0.02798
744.7979;-0.14732;0.05364
745.0146;-0.14893;0.07904
745.2313;-0.12797;0.09687
745.448;-0.09928;0.09764
745.6647;-0.07516;0.08609
745.8814;-0.0641;0.06544
746.0981;-0.04139;0.04595
746.3148;0.00441;0.04044
746.5315;0.06136;0.04091
746.7482;0.10386;0.02977
746.9649;0.12265;0.01388
747.1816;0.12756;0.00291
747.3983;0.13919;-0.02297
747.615;0.1587;-0.03928
747.8317;0.17263;-0.04896
748.0484;0.16038;-0.07781
748.2651;0.10877;-0.10008
748.4818;0.0613;-0.09951
748.6985;0.02703;-0.09118
748.9152;0.01187;-0.09397
749.1319;-0.02274;-0.09678
749.3486;-0.06973;-0.09405
749.5653;-0.12188;-0.1114
749.782;-0.15667;-0.12166
749.9987;-0.15761;-0.10703
750.2154;-0.13651;-0.0909
750.4321;-0.10842;-0.06653
750.6488;-0.10696;-0.01841
750.8655;-0.10266;0.01177
751.0822;-0.08412;0.01656
751.2989;-0.03146;0.03116
751.5156;0.0164;0.03374
751.7323;0.03948;0.03638
751.949;0.0349;0.06405
752.1657;0.02931;0.1101
752.3824;0.04734;0.15238
752.5991;0.07746;0.17586
752.8158;0.09615;0.18101
753.0325;0.07178;0.1489
753.2492;0.03454;0.09599
753.4659;0.00512;0.05721
753.6826;0.00821;0.0484
753.8993;0.02589;0.05329
754.116;0.032;0.07881
754.3327;0.0152;0.09613
754.5494;-0.01041;0.06819
754.7661;-0.00109;0.02075
754.9828;0.02357;-0.02792
755.1995;0.05398;-0.07255
755.4162;0.04883;-0.08043
755.6329;0.02478;-0.06032
755.8496;-0.00994;-0.02636
756.0663;-0.01069;-0.01302
756.283;0.00979;-0.02142
756.4997;0.01312;-0.03926
756.7164;-0.01842;-0.09772
756.9331;-0.06415;-0.13748
757.1498;-0.09895;-0.13041
757.3665;-0.09378;-0.12889
757.5832;-0.07347;-0.10298
757.7999;-0.05501;-0.07244
758.0166;-0.07062;-0.07601
758.2333;-0.07382;-0.08696
758.45;-0.04939;-0.10958
758.6667;0.01096;-0.11968
758.8834;0.07325;-0.12025
759.1001;0.09612;-0.09148
759.3168;0.09442;-0.03954
759.5335;0.07583;0.00239
759.7502;0.08948;0.03055
759.9669;0.10265;0.0315
760.1836;0.11088;0.0305
760.4003;0.06759;0.02172
760.617;0.00581;0.03248
760.8337;-0.02065;0.06897
761.0504;-0.02206;0.10623
761.2671;-0.00239;0.12792
761.4838;-0.03006;0.14211
761.7005;-0.0736;0.15089
761.9172;-0.11761;0.12995
762.1339;-0.10061;0.10265
762.3506;-0.05834;0.08638
762.5673;-0.04319;0.07486
762.784;-0.06164;0.0921
763.0007;-0.09195;0.1327
763.2174;-0.07053;0.14614
763.4341;-0.01835;0.12173
763.6508;0.04257;0.08346
763.8675;0.04855;0.04348
764.0842;0.01226;0.01108
764.3009;-0.01419;0.00176
764.5176;-0.00219;0.00941
764.7343;0.0392;0.0074
764.951;0.05715;-0.00616
765.1677;0.05058;-0.02125
765.3844;0.01661;-0.06709
765.6011;0.01037;-0.10567
765.8178;0.04667;-0.13433
766.0345;0.10157;-0.14867
766.2512;0.13448;-0.14933
766.4679;0.11288;-0.14648
766.6846;0.07761;-0.1256
766.9013;0.04423;-0.12094
767.118;0.04532;-0.1166
767.3347;0.05082;-0.12482
767.5514;0.03176;-0.14038
767.7681;-0.03031;-0.13159
767.9848;-0.10229;-0.11873
768.2015;-0.14;-0.08352
768.4182;-0.13272;-0.04828
768.6349;-0.10935;-0.01925
768.8516;-0.11512;0.00527
769.0683;-0.13452;0.01009
769.285;-0.13982;0.01048
769.5017;-0.12096;0.00659
769.7184;-0.07674;0.02497
769.9351;-0.03415;0.04307
770.1518;0.0009648;0.07538
770.3685;0.01032;0.10765
770.5852;0.02068;0.11049
770.8019;0.04127;0.10187
771.0186;0.0888;0.10058
771.2353;0.14024;0.09061
771.452;0.17072;0.08215
771.6687;0.16782;0.09124
771.8854;0.15554;0.10012
772.1021;0.16274;0.10706
772.3188;0.17244;0.12514
772.5355;0.16384;0.11898
772.7522;0.11809;0.09403
772.9689;0.05206;0.07202
773.1856;-0.01853;0.04355
773.4023;-0.07387;0.0172
773.619;-0.11163;-0.00306
773.8357;-0.13793;0.00937
774.0524;-0.17859;0.0116
774.2691;-0.21914;-0.01417
774.4858;-0.23839;-0.02646
774.7025;-0.21171;-0.06624
774.9192;-0.17618;-0.0967
775.1359;-0.13803;-0.09308
775.3526;-0.11423;-0.08669
775.5693;-0.08403;-0.09183
775.786;-0.04111;-0.0968
776.0027;0.01114;-0.08314
776.2194;0.07676;-0.07047
776.4361;0.11295;-0.05326
776.6528;0.13159;-0.03597
776.8695;0.12389;-0.06053
777.0862;0.1488;-0.07493
777.3029;0.17004;-0.05973
777.5196;0.17965;-0.04029
777.7363;0.15941;-0.02878
777.953;0.13272;-0.02522
778.1697;0.11683;-0.01474
778.3864;0.09357;-0.0242
778.6031;0.09492;-0.03592
778.8198;0.06964;-0.03905
779.0365;0.02627;-0.04524
779.2532;-0.04096;-0.02505
779.4699;-0.08328;0.01647
779.6866;-0.0936;0.04087
779.9033;-0.10797;0.03676
780.12;-0.13823;0.03139
780.3367;-0.1855;0.03671
780.5534;-0.1973;0.04847
780.7701;-0.19124;0.0681
780.9868;-0.1524;0.086
781.2035;-0.11169;0.10296
781.4202;-0.09409;0.10895
781.6369;-0.08699;0.09916
781.8536;-0.05963;0.08864
782.0703;0.01742;0.0765
782.287;0.09675;0.06593
782.5037;0.15013;0.06041
782.7204;0.15429;0.05322
782.9371;0.1479;0.03619
783.1538;0.16776;0.02068
783.3705;0.18974;0.00509
783.5872;0.19759;-0.01636
783.8039;0.15722;-0.0404
784.0206;0.10371;-0.06157
784.2373;0.04005;-0.07714
784.454;0.00652;-0.09893
784.6707;-0.00868;-0.114
784.8874;-0.03448;-0.11549
785.1041;-0.08198;-0.11554
785.3208;-0.14525;-0.11116
785.5375;-0.17439;-0.10456
785.7542;-0.1775;-0.08615
785.9709;-0.14954;-0.08358
786.1876;-0.14086;-0.08488
786.4043;-0.14569;-0.07668
786.621;-0.14678;-0.06384
786.8377;-0.12388;-0.04673
787.0544;-0.06828;-0.01031
787.2711;-0.01342;0.03041
787.4878;0.02915;0.0486
787.7045;0.04914;0.05981
787.9212;0.06984;0.07143
788.1379;0.10509;0.0674
788.3546;0.14985;0.07037
788.5713;0.18853;0.09405
788.788;0.18745;0.11674
789.0047;0.17123;0.13078
789.2214;0.14518;0.15484
789.4381;0.13464;0.16929
789.6548;0.13744;0.14957
789.8715;0.12439;0.12616
790.0882;0.08875;0.0934
790.3049;0.01941;0.06105
790.5216;-0.03315;0.05317
790.7383;-0.06779;0.0537
790.955;-0.09019;0.0591
791.1717;-0.12763;0.03745
791.3884;-0.16556;0.00513
791.6051;-0.20038;-0.02158
791.8218;-0.22774;-0.0755
792.0385;-0.21697;-0.11359
792.2552;-0.18103;-0.12455
792.4719;-0.13837;-0.1301
792.6886;-0.11186;-0.12844
792.9053;-0.09325;-0.11
793.122;-0.0541;-0.10076
793.3387;0.00113;-0.10428
793.5554;0.07658;-0.10656
793.7721;0.12205;-0.11159
793.9888;0.13643;-0.12444
794.2055;0.13242;-0.11233
794.4222;0.13756;-0.07162
794.6389;0.1683;-0.0293
794.8556;0.18638;0.0054
795.0723;0.18535;0.04378
795.289;0.13935;0.06538
795.5057;0.1015;0.07659
795.7224;0.0799;0.06803
795.9391;0.07281;0.05791
796.1558;0.03936;0.0642
796.3725;-0.02006;0.08788
796.5892;-0.07931;0.12331
796.8059;-0.12761;0.1543
797.0226;-0.15705;0.1449
797.2393;-0.16306;0.10317
797.456;-0.15458;0.08576
797.6727;-0.14613;0.05696
797.8894;-0.15719;0.04087
798.1061;-0.14995;0.04363
798.3228;-0.11626;0.02673
798.5395;-0.05799;0.00814
798.7562;0.00719;0.00746
798.9729;0.04444;0.0064
799.1896;0.05472;-0.01569
799.4063;0.05776;-0.03415
799.623;0.10338;-0.05944
799.8397;0.15825;-0.08474
800.0564;0.1895;-0.09192
800.2731;0.16043;-0.09474
800.4898;0.10765;-0.0937
800.7065;0.07498;-0.08748
800.9232;0.06631;-0.07923
801.1399;0.06725;-0.07503
801.3566;0.03458;-0.07641
801.5733;-0.02777;-0.09176
801.79;-0.09295;-0.10965
802.0067;-0.12171;-0.1136
802.2234;-0.11836;-0.10993
802.4401;-0.11181;-0.07746
802.6568;-0.11869;-0.03548
802.8735;-0.13768;-0.00896
803.0902;-0.14457;0.0007534
803.3069;-0.12134;-0.00592
803.5236;-0.06952;-0.02403
803.7403;-0.02109;-0.03633
803.957;0.00388;-0.01246
804.1737;0.02547;0.03631
804.3904;0.05673;0.08941
804.6071;0.10639;0.13222
804.8238;0.15795;0.14571
805.0405;0.19227;0.12454
805.2572;0.19395;0.09669
805.4739;0.17591;0.08112
805.6906;0.14859;0.07618
805.9073;0.12737;0.09603
806.124;0.10433;0.11571
806.3407;0.06079;0.12841
806.5574;-0.00313;0.11749
806.7741;-0.06968;0.08591
806.9908;-0.11754;0.04135
807.2075;-0.14364;-0.00245
807.4242;-0.15763;-0.03128
807.6409;-0.17856;-0.04957
807.8576;-0.20039;-0.04118
808.0743;-0.20489;-0.02868
808.291;-0.18452;-0.02654
808.5077;-0.14054;-0.03884
808.7244;-0.1004;-0.06988
808.9411;-0.06386;-0.10772
809.1578;-0.02907;-0.13898
809.3745;0.01664;-0.13713
809.5912;0.06986;-0.11913
809.8079;0.12223;-0.08893
810.0246;0.16278;-0.05302
810.2413;0.19154;-0.04028
810.458;0.21195;-0.04452
810.6747;0.21113;-0.04953
810.8914;0.20329;-0.05565
811.1081;0.17933;-0.04936
811.3248;0.14502;-0.01389
811.5415;0.09307;0.02132
811.7582;0.0357;0.05724
811.9749;-0.02383;0.08402
812.1916;-0.07836;0.08664
812.4083;-0.12106;0.08323
812.625;-0.15416;0.06933
812.8417;-0.18361;0.05863
813.0584;-0.21298;0.05427
813.2751;-0.21936;0.06582
813.4918;-0.20511;0.08395
813.7085;-0.17578;0.09337
813.9252;-0.14459;0.08123
814.1419;-0.11192;0.05911
814.3586;-0.06552;0.03153
814.5753;-0.01283;0.00486
814.792;0.04188;-0.00242
815.0087;0.09573;-0.00643
815.2254;0.14153;-0.00761
815.4421;0.16398;-0.00259
815.6588;0.17469;-0.00638
815.8755;0.18787;-0.02023
816.0922;0.19517;-0.04056
816.3089;0.19644;-0.06551
816.5256;0.17396;-0.07667
816.7423;0.14391;-0.0769
816.959;0.10495;-0.0638
817.1757;0.0794;-0.03903
817.3924;0.04668;-0.02396
817.6091;0.01344;-0.02489
817.8258;-0.03956;-0.03295
818.0425;-0.09699;-0.04911
818.2592;-0.14089;-0.04756
818.4759;-0.16724;-0.03328
818.6926;-0.18879;-0.01127
818.9093;-0.21098;0.01897
819.126;-0.21686;0.03387
819.3427;-0.21148;0.03525
819.5594;-0.18768;0.02976
819.7761;-0.14632;0.02284
819.9928;-0.09391;0.01448
820.2095;-0.04653;0.01971
820.4262;-0.00282;0.02842
820.6429;0.04931;0.03574
820.8596;0.098;0.05277
821.0763;0.14425;0.06342
821.293;0.17572;0.05449
821.5097;0.19384;0.03756
821.7264;0.19266;0.02024
821.9431;0.18585;0.00553
822.1598;0.17029;-0.00511
822.3765;0.1452;0.00471
822.5932;0.11076;0.01098
822.8099;0.06889;0.00627
823.0266;0.02035;0.00727
823.2433;-0.02359;-0.00256
823.46;-0.06011;-0.02717
823.6767;-0.08831;-0.03754
823.8934;-0.11882;-0.03588
824.1101;-0.14497;-0.03925
824.3268;-0.16138;-0.02777
824.5435;-0.15976;-0.00491
824.7602;-0.14894;0.00414
824.9769;-0.1266;0.01176
825.1936;-0.10556;0.01938
825.4103;-0.08891;0.01397
825.627;-0.05724;0.00484
825.8437;-0.01862;0.0006133
826.0604;0.02146;-0.00349
826.2771;0.05023;0.00147
826.4938;0.07164;0.00228
826.7105;0.09242;0.00629
826.9272;0.11353;0.00106
827.1439;0.13789;-0.02123
827.3606;0.14688;-0.03392
827.5773;0.1466;-0.0391
827.794;0.12493;-0.04805
828.0107;0.10745;-0.04741
828.2274;0.08556;-0.0327
828.4441;0.06664;-0.02335
828.6608;0.03503;-0.01668
828.8775;-0.00523;-0.00232
829.0942;-0.04719;-0.00715
829.3109;-0.08357;-0.01463
829.5276;-0.09882;-0.00718
829.7443;-0.1105;0.00175
829.961;-0.12105;0.0119
830.1777;-0.14111;0.02467
830.3944;-0.14514;0.03748
830.6111;-0.12958;0.04676
830.8278;-0.10001;0.05011
831.0445;-0.07231;0.055
831.2612;-0.05684;0.06288
831.4779;-0.03865;0.06968
831.6946;-0.01573;0.07847
831.9113;0.02228;0.08438
832.128;0.05915;0.0774
832.3447;0.08844;0.06743
832.5614;0.09869;0.056
832.7781;0.10421;0.038
832.9948;0.11648;0.02668
833.2115;0.13364;0.00353
833.4282;0.1414;-0.02117
833.6449;0.12918;-0.03808
833.8616;0.10285;-0.06191
834.0783;0.06932;-0.08013
834.295;0.03351;-0.08959
834.5117;0.00638;-0.10762
834.7284;-0.01808;-0.12097
834.9451;-0.04396;-0.11287
835.1618;-0.0845;-0.11088
835.3785;-0.11742;-0.1182
835.5952;-0.1289;-0.10289
835.8119;-0.11553;-0.08893
836.0286;-0.09798;-0.08954
836.2453;-0.0934;-0.07161
836.462;-0.09493;-0.05269
836.6787;-0.09018;-0.03751
836.8954;-0.06276;-0.01989
837.1121;-0.02664;0.000101
837.3288;0.0026;0.01087
837.5455;0.00707;0.02625
837.7622;0.00563;0.05278
837.9789;0.02292;0.07736
838.1956;0.05011;0.07855
838.4123;0.08407;0.08181
838.629;0.09938;0.09583
838.8457;0.09694;0.09974
839.0624;0.08333;0.11276
839.2791;0.08858;0.13745
839.4958;0.10092;0.13876
839.7125;0.10247;0.12225
839.9292;0.08938;0.12248
840.1459;0.06016;0.11126
840.3626;0.03727;0.08125
840.5793;0.01516;0.07576
840.796;0.01008;0.07153
841.0127;-0.00241;0.04467
841.2294;-0.02917;0.03314
841.4461;-0.08363;0.02023
841.6628;-0.12449;-0.01466
841.8795;-0.12769;-0.04823
842.0962;-0.11451;-0.06518
842.3129;-0.11271;-0.07252
842.5296;-0.13131;-0.08664
842.7463;-0.14174;-0.08225
842.963;-0.12795;-0.08357
843.1797;-0.08048;-0.10821
843.3964;-0.02878;-0.11408
843.6131;0.00193;-0.11577
843.8298;0.01689;-0.13047
844.0465;0.04566;-0.13116
844.2632;0.09589;-0.13142
844.4799;0.15212;-0.12861
844.6966;0.18003;-0.12835
844.9133;0.17572;-0.1174
845.13;0.15564;-0.10099
845.3467;0.13615;-0.09488
845.5634;0.11166;-0.08054
845.7801;0.08716;-0.05684
845.9968;0.05162;-0.03195
846.2135;-0.00515;-0.00744
846.4302;-0.05975;0.02317
846.6469;-0.10019;0.05068
846.8636;-0.12393;0.06713
847.0803;-0.13774;0.08592
847.297;-0.14294;0.11391
847.5137;-0.15292;0.12846
847.7304;-0.16297;0.13791
847.9471;-0.14702;0.14882
848.1638;-0.1087;0.15318
848.3805;-0.0598;0.15378
848.5972;-0.02669;0.15249
848.8139;0.00101;0.1558
849.0306;0.02654;0.14622
849.2473;0.0662;0.13974
849.464;0.10989;0.13851
849.6807;0.14272;0.12869
849.8974;0.15505;0.10372
850.1141;0.15339;0.07806
850.3308;0.15753;0.06225
850.5475;0.15923;0.03489
850.7642;0.15657;0.01919
850.9809;0.11861;0.00448
851.1976;0.07016;-0.02376
851.4143;0.02711;-0.05142
851.631;0.0002608;-0.07497
851.8477;-0.03465;-0.08568
852.0644;-0.09026;-0.11182
852.2811;-0.13877;-0.13561
852.4978;-0.1738;-0.14208
852.7145;-0.18348;-0.14816
852.9312;-0.18939;-0.16135
853.1479;-0.18699;-0.17244
853.3646;-0.18752;-0.17011
853.5813;-0.17072;-0.18197
853.798;-0.13666;-0.18162
854.0147;-0.08974;-0.16134
854.2314;-0.0318;-0.16965
854.4481;0.02263;-0.17025
854.6648;0.07728;-0.13771
854.8815;0.12147;-0.10198
855.0982;0.16346;-0.06554
855.3149;0.20238;-0.01278
855.5316;0.23354;0.04919
855.7483;0.2434;0.08457
855.965;0.2249;0.10946
856.1817;0.18338;0.15132
856.3984;0.12857;0.16766
856.6151;0.08759;0.16571
856.8318;0.03885;0.20947
857.0485;-0.01416;0.24472
857.2652;-0.07975;0.24986
857.4819;-0.12314;0.25916
857.6986;-0.15515;0.24623
857.9153;-0.16865;0.19119
858.132;-0.16583;0.14214
858.3487;-0.16473;0.11916
858.5654;-0.1567;0.09193
858.7821;-0.151;0.05678
858.9988;-0.12353;0.05392
859.2155;-0.10736;0.04023
859.4322;-0.07729;-0.01157
859.6489;-0.05323;-0.058
859.8656;-0.02111;-0.08623
860.0823;0.00592;-0.13624
860.299;0.0356;-0.17457
860.5157;0.07702;-0.17521
860.7324;0.11778;-0.15997
860.9491;0.15152;-0.15194
861.1658;0.16555;-0.15164
861.3825;0.17248;-0.15602
861.5992;0.17897;-0.19289
861.8159;0.17222;-0.2171
862.0326;0.14643;-0.18712
862.2493;0.10621;-0.16451
862.466;0.0644;-0.15392
862.6827;0.01721;-0.10961
862.8994;-0.021;-0.08641
863.1161;-0.05636;-0.09854
863.3328;-0.09635;-0.0853
863.5495;-0.13775;-0.05382
863.7662;-0.15534;-0.04103
863.9829;-0.14546;0.00334
864.1996;-0.13806;0.08278
864.4163;-0.14465;0.12722
864.633;-0.14139;0.14353
864.8497;-0.11156;0.17058
865.0664;-0.0608;0.17125
865.2831;-0.02245;0.16679
865.4998;0.00426;0.19935
865.7165;0.02719;0.23023
865.9332;0.05618;0.23806
866.1499;0.09301;0.24399
866.3666;0.12901;0.24206
866.5833;0.1344;0.20387
866.8;0.11196;0.16218
867.0167;0.08755;0.12701
867.2334;0.08001;0.10221
867.4501;0.08585;0.08573
867.6668;0.06593;0.06175
867.8835;0.02137;0.04326
868.1002;-0.02741;-0.00976
868.3169;-0.04783;-0.08398
868.5336;-0.0411;-0.1168
868.7503;-0.03012;-0.15281
868.967;-0.03546;-0.19222
869.1837;-0.05807;-0.20175
869.4004;-0.06724;-0.20553
869.6171;-0.05327;-0.22604
869.8338;-0.01295;-0.21998
870.0505;-0.00246;-0.20475
870.2672;-0.02832;-0.21466
870.4839;-0.06447;-0.21909
870.7006;-0.07649;-0.20916
870.9173;-0.06411;-0.18872
871.134;-0.03825;-0.16077
871.3507;-0.02393;-0.10949
871.5674;-0.0291;-0.04009
871.7841;-0.03039;-0.02056
872.0008;-0.01304;-0.01077
872.2175;0.02516;0.00493
872.4342;0.06695;0.01551
872.6509;0.09941;0.03782
872.8676;0.09898;0.09939
873.0843;0.07208;0.14609
873.301;0.06548;0.17055
873.5177;0.10176;0.20707
873.7344;0.13488;0.2248
873.9511;0.12252;0.22286
874.1678;0.07093;0.20483
874.3845;0.01578;0.20748
874.6012;-0.00855;0.20889
874.8179;-0.00236;0.20511
875.0346;-0.00432;0.22515
875.2513;-0.05406;0.2193
875.468;-0.12941;0.18034
875.6847;-0.18296;0.13659
875.9014;-0.17333;0.0967
876.1181;-0.13265;0.03657
876.3348;-0.10225;-0.01616
876.5515;-0.10641;-0.03823
876.7682;-0.11529;-0.07273
876.9849;-0.08477;-0.10098
877.2016;-0.0073;-0.12946
877.4183;0.06652;-0.15974
877.635;0.10256;-0.2049
877.8517;0.10511;-0.24874
878.0684;0.09297;-0.25021
878.2851;0.09982;-0.26286
878.5018;0.13369;-0.26302
878.7185;0.1704;-0.23507
878.9352;0.15815;-0.2121
879.1519;0.10234;-0.19577
879.3686;0.03385;-0.17735
879.5853;0.0006076;-0.15281
879.802;-0.00108;-0.14851
880.0187;-0.00232;-0.13184
880.2354;-0.03826;-0.08625
